id_student,final_result,total_clicks,active_days,avg_daily_clicks,first_active_day,last_active_day,quizzes_attempted,avg_quiz_score,date_registration,date_unregistration,unregistered_flag
228222,Pass,445.0,38.0,2.680722891566265,0.0,243.0,5.0,61.8,-108.0,0.0,0
229179,Pass,614.0,50.0,3.766871165644172,-6.0,244.0,5.0,66.0,-165.0,0.0,0
229361,Pass,1215.0,123.0,3.481375358166189,-10.0,268.0,5.0,78.0,-58.0,0.0,0
231554,Pass,1839.0,86.0,4.227586206896552,-9.0,249.0,4.0,67.75,-29.0,0.0,0
235507,Withdrawn,1257.0,136.0,2.1975524475524475,-24.0,245.0,6.0,57.833333333333336,-135.0,109.0,1
236284,Pass,732.0,41.0,3.4857142857142858,16.0,242.0,5.0,78.0,2.0,0.0,0
238007,Pass,1935.0,162.0,2.6043068640646028,-10.0,243.0,5.0,79.2,-151.0,0.0,0
240712,Pass,321.0,26.0,3.0,-9.0,215.0,5.0,75.8,-45.0,0.0,0
240884,Pass,427.0,44.0,2.235602094240838,-6.0,242.0,5.0,58.4,-47.0,0.0,0
241649,Pass,1892.0,135.0,3.3019197207678883,-10.0,263.0,5.0,78.8,-50.0,0.0,0
241729,Fail,1829.0,117.0,2.917065390749601,-10.0,260.0,5.0,58.6,-31.0,0.0,0
242793,Pass,658.0,56.0,2.5019011406844105,-10.0,261.0,5.0,77.4,-36.0,0.0,0
246834,Pass,1174.0,68.0,3.3447293447293447,-10.0,267.0,5.0,55.6,-16.0,0.0,0
248270,Pass,1969.0,193.0,2.6183510638297873,-10.0,265.0,5.0,78.4,-198.0,0.0,0
255548,Pass,2580.0,166.0,3.165644171779141,-10.0,268.0,5.0,71.4,-103.0,0.0,0
256815,Pass,1481.0,139.0,2.859073359073359,-10.0,262.0,5.0,76.8,-117.0,0.0,0
258392,Pass,844.0,53.0,2.822742474916388,-10.0,240.0,5.0,58.8,-68.0,0.0,0
258894,Pass,4963.0,204.0,3.6226277372262774,-10.0,255.0,5.0,64.8,-172.0,0.0,0
260355,Withdrawn,426.0,43.0,3.1791044776119404,-9.0,163.0,2.0,57.5,-186.0,170.0,1
262011,Pass,1066.0,69.0,3.0898550724637683,-7.0,243.0,5.0,71.0,-145.0,0.0,0
262934,Pass,2407.0,119.0,3.3570432357043236,-10.0,258.0,5.0,76.6,-191.0,0.0,0
268073,Fail,3210.0,116.0,4.483240223463687,-3.0,268.0,5.0,74.6,-33.0,0.0,0
268733,Withdrawn,191.0,18.0,3.4107142857142856,-2.0,185.0,2.0,43.0,-17.0,187.0,1
271251,Pass,3348.0,128.0,5.23943661971831,-10.0,266.0,5.0,76.4,-68.0,0.0,0
277880,Withdrawn,2028.0,82.0,4.251572327044025,-10.0,177.0,6.0,67.66666666666667,-108.0,177.0,1
279572,Distinction,1183.0,63.0,3.983164983164983,-10.0,265.0,5.0,79.2,-138.0,0.0,0
281022,Pass,492.0,49.0,2.6885245901639343,-8.0,242.0,5.0,73.4,-74.0,0.0,0
281250,Fail,130.0,15.0,1.6883116883116882,-10.0,243.0,5.0,55.4,-64.0,0.0,0
281589,Fail,59.0,8.0,2.107142857142857,-9.0,133.0,0.0,0.0,-50.0,0.0,0
282821,Pass,1961.0,87.0,4.102510460251046,-10.0,242.0,5.0,60.6,-107.0,0.0,0
286488,Pass,1046.0,68.0,3.683098591549296,-7.0,245.0,5.0,71.0,-8.0,0.0,0
287548,Pass,483.0,47.0,3.3541666666666665,-10.0,241.0,5.0,67.8,-52.0,0.0,0
290201,Pass,1740.0,108.0,3.5080645161290325,-8.0,240.0,5.0,70.4,-96.0,0.0,0
290757,Pass,652.0,33.0,4.261437908496732,-9.0,245.0,5.0,75.0,-141.0,0.0,0
291334,Distinction,5231.0,229.0,2.78392762107504,-10.0,268.0,5.0,83.6,-132.0,0.0,0
292923,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-162.0,-121.0,1
293699,Pass,187.0,28.0,1.6403508771929824,-1.0,243.0,4.0,46.75,-27.0,0.0,0
294570,Pass,1775.0,119.0,4.052511415525114,-7.0,264.0,5.0,78.2,-80.0,0.0,0
294594,Pass,865.0,94.0,3.37890625,0.0,266.0,5.0,52.8,-145.0,0.0,0
295741,Fail,3099.0,166.0,3.0683168316831684,-17.0,256.0,17.0,71.0,-22.0,0.0,0
296332,Distinction,2152.0,124.0,4.211350293542075,-10.0,267.0,5.0,86.8,-115.0,0.0,0
298696,Pass,514.0,58.0,2.557213930348259,-10.0,253.0,5.0,80.8,-32.0,0.0,0
300398,Pass,1997.0,108.0,3.443103448275862,-10.0,264.0,5.0,78.8,-59.0,0.0,0
302302,Fail,513.0,24.0,3.109090909090909,-10.0,175.0,3.0,58.666666666666664,-83.0,0.0,0
305152,Fail,146.0,11.0,3.3181818181818183,-8.0,199.0,1.0,64.0,-18.0,0.0,0
305386,Pass,1277.0,85.0,3.470108695652174,-5.0,242.0,5.0,78.0,-66.0,0.0,0
305539,Withdrawn,68.0,6.0,2.6153846153846154,-10.0,-5.0,0.0,0.0,-54.0,-3.0,1
306107,Pass,987.0,81.0,3.0652173913043477,1.0,243.0,5.0,58.2,-107.0,0.0,0
306466,Pass,1220.0,110.0,3.2275132275132274,-10.0,268.0,5.0,82.0,-58.0,0.0,0
306897,Pass,2742.0,189.0,2.4658273381294964,-10.0,261.0,5.0,62.6,-123.0,0.0,0
307061,Pass,1081.0,87.0,2.6957605985037407,-9.0,262.0,5.0,81.2,-31.0,0.0,0
307866,Pass,1476.0,76.0,3.9151193633952253,-10.0,252.0,4.0,60.0,-107.0,0.0,0
311917,Pass,2230.0,145.0,3.204022988505747,-5.0,267.0,5.0,59.2,-121.0,0.0,0
312537,Distinction,12882.0,271.0,7.02016348773842,-10.0,268.0,5.0,87.8,-79.0,0.0,0
312782,Pass,281.0,46.0,2.650943396226415,-10.0,243.0,5.0,61.8,-59.0,0.0,0
318933,Pass,1281.0,106.0,2.784782608695652,-10.0,256.0,5.0,66.6,-100.0,0.0,0
319047,Pass,6589.0,232.0,3.4086911536471804,-10.0,268.0,5.0,78.4,-47.0,0.0,0
321942,Pass,10083.0,239.0,4.727144866385372,-10.0,268.0,5.0,80.4,-67.0,0.0,0
324002,Pass,1901.0,122.0,3.1163934426229507,-9.0,243.0,5.0,80.4,-32.0,0.0,0
324084,Pass,1961.0,110.0,3.9696356275303644,-10.0,263.0,5.0,57.6,-165.0,0.0,0
324282,Pass,133.0,38.0,1.7972972972972974,-10.0,268.0,5.0,61.2,-32.0,0.0,0
331358,Withdrawn,6588.0,201.0,3.836924868957484,-13.0,269.0,6.0,84.66666666666667,-150.0,53.0,1
332789,Pass,1655.0,72.0,3.6941964285714284,-6.0,268.0,5.0,74.4,-64.0,0.0,0
333059,Pass,301.0,31.0,2.213235294117647,-8.0,243.0,5.0,65.8,-103.0,0.0,0
333323,Pass,648.0,36.0,3.640449438202247,-10.0,268.0,5.0,74.4,-53.0,0.0,0
334259,Fail,332.0,27.0,2.721311475409836,-7.0,205.0,2.0,53.0,-32.0,0.0,0
334333,Withdrawn,303.0,33.0,3.03,-10.0,63.0,1.0,36.0,-192.0,65.0,1
335764,Withdrawn,3928.0,187.0,2.8567272727272726,-24.0,269.0,8.0,86.875,-196.0,160.0,1
336207,Pass,1316.0,111.0,3.323232323232323,-10.0,262.0,5.0,68.2,-110.0,0.0,0
339972,Pass,333.0,33.0,2.664,-3.0,264.0,5.0,49.8,-57.0,0.0,0
341872,Fail,201.0,35.0,1.7787610619469028,49.0,226.0,5.0,64.2,48.0,0.0,0
342007,Withdrawn,3178.0,161.0,3.4543478260869565,-23.0,257.0,6.0,82.33333333333333,-130.0,51.0,1
342514,Pass,1950.0,98.0,4.3624161073825505,-10.0,260.0,5.0,77.2,-81.0,0.0,0
342972,Pass,838.0,72.0,2.5944272445820435,-10.0,247.0,5.0,60.4,-60.0,0.0,0
343446,Pass,3644.0,173.0,2.9942481511914543,-10.0,268.0,5.0,78.4,-49.0,0.0,0
344282,Fail,65.0,18.0,1.2264150943396226,1.0,242.0,5.0,49.2,-12.0,0.0,0
345068,Pass,547.0,51.0,2.568075117370892,-4.0,243.0,5.0,78.0,-37.0,0.0,0
345357,Distinction,2219.0,134.0,3.010854816824966,-6.0,267.0,5.0,80.4,-18.0,0.0,0
346025,Pass,569.0,103.0,2.0919117647058822,-9.0,268.0,5.0,82.4,-75.0,0.0,0
346843,Fail,164.0,8.0,4.1,9.0,44.0,0.0,0.0,-44.0,0.0,0
350188,Pass,761.0,78.0,2.4082278481012658,-10.0,264.0,5.0,73.8,-49.0,0.0,0
354858,Withdrawn,198.0,7.0,4.304347826086956,-9.0,1.0,0.0,0.0,-32.0,5.0,1
357668,Fail,166.0,27.0,1.8863636363636365,1.0,171.0,3.0,57.0,-38.0,0.0,0
364177,Fail,821.0,63.0,3.3925619834710745,-9.0,212.0,4.0,69.0,-129.0,0.0,0
365244,Pass,891.0,78.0,2.2109181141439205,-9.0,256.0,5.0,56.4,-38.0,0.0,0
365642,Pass,2129.0,148.0,2.8198675496688743,-10.0,268.0,5.0,70.0,-52.0,0.0,0
366483,Pass,1465.0,129.0,3.002049180327869,-3.0,243.0,5.0,76.8,-4.0,0.0,0
368194,Pass,437.0,32.0,2.5857988165680474,-9.0,242.0,5.0,50.4,-123.0,0.0,0
368824,Fail,292.0,25.0,2.3548387096774195,-3.0,247.0,5.0,55.6,-60.0,0.0,0
368963,Pass,677.0,52.0,3.008888888888889,-10.0,236.0,5.0,66.4,-19.0,0.0,0
376439,Distinction,2342.0,154.0,3.0775295663600524,-10.0,249.0,5.0,87.0,-87.0,0.0,0
376581,Pass,2333.0,124.0,3.7208931419457736,2.0,243.0,5.0,72.8,-64.0,0.0,0
380953,Pass,1062.0,97.0,2.839572192513369,-10.0,249.0,5.0,67.8,-155.0,0.0,0
383254,Pass,543.0,91.0,1.9963235294117647,-7.0,234.0,5.0,75.6,-61.0,0.0,0
386924,Pass,164.0,31.0,1.7083333333333333,2.0,228.0,5.0,67.8,-192.0,0.0,0
386952,Pass,910.0,114.0,2.549019607843137,-10.0,268.0,5.0,68.0,-38.0,0.0,0
388722,Pass,671.0,57.0,3.0225225225225225,-10.0,248.0,5.0,63.8,-179.0,0.0,0
388885,Pass,875.0,50.0,3.5714285714285716,-10.0,267.0,5.0,60.6,-185.0,0.0,0
390890,Withdrawn,997.0,91.0,2.6729222520107236,-24.0,258.0,8.0,68.625,-65.0,202.0,1
392756,Fail,363.0,44.0,2.1736526946107784,-9.0,242.0,5.0,45.0,-58.0,0.0,0
392931,Pass,3003.0,177.0,3.1346555323590812,-10.0,268.0,5.0,68.4,-54.0,0.0,0
393207,Pass,876.0,50.0,3.6962025316455698,-10.0,243.0,5.0,74.2,-38.0,0.0,0
396872,Pass,996.0,70.0,3.244299674267101,-10.0,244.0,5.0,61.4,-23.0,0.0,0
398552,Fail,1183.0,87.0,3.6625386996904026,-8.0,261.0,5.0,46.4,-57.0,0.0,0
401869,Pass,955.0,90.0,2.7130681818181817,-10.0,253.0,5.0,65.0,-53.0,0.0,0
402470,Pass,1445.0,83.0,4.176300578034682,-9.0,263.0,5.0,72.6,-130.0,0.0,0
404804,Pass,509.0,26.0,3.348684210526316,-10.0,244.0,5.0,43.8,-129.0,0.0,0
405088,Pass,1388.0,87.0,3.393643031784841,-10.0,268.0,5.0,77.2,-67.0,0.0,0
405961,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.0,-100.0,1
414117,Pass,807.0,105.0,2.5062111801242235,-10.0,266.0,5.0,76.4,-73.0,0.0,0
415969,Withdrawn,1417.0,55.0,4.217261904761905,-19.0,164.0,6.0,59.666666666666664,-108.0,172.0,1
420087,Fail,342.0,27.0,2.4963503649635035,0.0,168.0,3.0,76.0,-15.0,0.0,0
429958,Pass,411.0,25.0,3.288,2.0,243.0,5.0,58.4,-58.0,0.0,0
441018,Pass,646.0,50.0,2.636734693877551,-10.0,238.0,5.0,59.8,-52.0,0.0,0
441888,Pass,739.0,43.0,2.7169117647058822,-8.0,243.0,5.0,70.6,-53.0,0.0,0
442442,Withdrawn,1009.0,49.0,3.4203389830508475,-10.0,163.0,2.0,40.5,-32.0,119.0,1
444677,Distinction,1241.0,140.0,2.447731755424063,-8.0,265.0,5.0,87.6,-38.0,0.0,0
470588,Withdrawn,842.0,32.0,4.028708133971292,-10.0,181.0,3.0,79.33333333333333,-154.0,240.0,1
489455,Pass,2832.0,131.0,3.504950495049505,-10.0,256.0,5.0,70.6,-120.0,0.0,0
494424,Fail,58.0,2.0,2.761904761904762,-7.0,18.0,0.0,0.0,-38.0,0.0,0
495284,Pass,901.0,78.0,3.9004329004329006,0.0,259.0,5.0,66.6,-29.0,0.0,0
498857,Pass,998.0,88.0,2.91812865497076,-3.0,242.0,5.0,73.0,-16.0,0.0,0
508818,Pass,1129.0,61.0,4.12043795620438,-9.0,243.0,5.0,71.8,-156.0,0.0,0
512460,Pass,521.0,58.0,2.217021276595745,-10.0,234.0,5.0,72.4,-32.0,0.0,0
544103,Pass,2328.0,112.0,3.2605042016806722,-10.0,262.0,5.0,81.0,-127.0,0.0,0
550383,Pass,910.0,66.0,3.8559322033898304,-10.0,242.0,5.0,72.0,-51.0,0.0,0
564450,Fail,224.0,32.0,2.5454545454545454,-7.0,258.0,5.0,59.2,-43.0,0.0,0
568601,Withdrawn,488.0,17.0,5.809523809523809,10.0,123.0,2.0,81.5,-30.0,128.0,1
572652,Pass,780.0,42.0,3.9,-9.0,240.0,5.0,73.2,-158.0,0.0,0
580389,Pass,1271.0,50.0,4.022151898734177,-4.0,243.0,5.0,71.4,-22.0,0.0,0
581129,Fail,194.0,19.0,2.5526315789473686,9.0,216.0,2.0,40.0,-38.0,0.0,0
588775,Pass,7067.0,259.0,4.077899596076168,-10.0,268.0,5.0,82.8,-17.0,0.0,0
591774,Pass,605.0,36.0,2.8947368421052633,-6.0,254.0,5.0,76.2,-46.0,0.0,0
603861,Withdrawn,1105.0,84.0,3.7713310580204777,-19.0,208.0,10.0,63.0,-92.0,241.0,1
606143,Fail,406.0,34.0,3.147286821705426,-4.0,116.0,2.0,66.0,-43.0,0.0,0
704156,Pass,3064.0,131.0,4.129380053908355,-10.0,251.0,5.0,66.0,-29.0,0.0,0
705379,Distinction,5680.0,226.0,3.941707147814018,-10.0,268.0,5.0,80.8,-57.0,0.0,0
721259,Withdrawn,4108.0,81.0,4.662883087400681,-24.0,116.0,1.0,65.0,-73.0,128.0,1
749412,Pass,4007.0,187.0,3.404418011894647,-10.0,261.0,5.0,72.0,-138.0,0.0,0
760729,Distinction,7288.0,229.0,3.984691088026244,-10.0,268.0,5.0,81.2,-67.0,0.0,0
905042,Pass,3004.0,166.0,3.4331428571428573,-8.0,268.0,5.0,76.4,-91.0,0.0,0
949618,Pass,1357.0,94.0,2.4275491949910553,-10.0,265.0,5.0,61.8,-59.0,0.0,0
958987,Pass,1216.0,102.0,3.1099744245524295,-10.0,268.0,5.0,77.2,-67.0,0.0,0
968578,Pass,870.0,66.0,3.246268656716418,-10.0,253.0,5.0,72.0,-170.0,0.0,0
969076,Withdrawn,1980.0,135.0,2.6541554959785523,-9.0,173.0,4.0,59.75,-42.0,173.0,1
971027,Pass,3098.0,158.0,4.076315789473684,-10.0,268.0,5.0,68.0,-62.0,0.0,0
978739,Pass,5988.0,176.0,5.238845144356955,-10.0,268.0,5.0,56.6,-108.0,0.0,0
1035023,Pass,1896.0,150.0,3.3146853146853146,-10.0,247.0,5.0,70.0,-87.0,0.0,0
1105478,Pass,1695.0,125.0,3.310546875,-10.0,266.0,5.0,82.6,-144.0,0.0,0
1352868,Withdrawn,1732.0,126.0,3.10951526032316,-19.0,257.0,7.0,68.57142857142857,-63.0,203.0,1
1401935,Fail,240.0,24.0,2.823529411764706,-10.0,128.0,2.0,35.0,-35.0,0.0,0
1402638,Pass,910.0,75.0,2.935483870967742,-10.0,250.0,5.0,75.2,-195.0,0.0,0
1414443,Fail,1907.0,43.0,4.80352644836272,-9.0,211.0,2.0,59.0,-169.0,0.0,0
1456619,Withdrawn,1173.0,49.0,3.5871559633027523,-24.0,63.0,1.0,63.0,-99.0,63.0,1
1465690,Pass,3460.0,165.0,3.4808853118712273,-9.0,268.0,5.0,81.8,-38.0,0.0,0
1472925,Fail,1462.0,76.0,3.940700808625337,7.0,257.0,10.0,61.9,5.0,0.0,0
1488959,Pass,3493.0,155.0,4.844660194174757,-10.0,242.0,5.0,61.8,-30.0,0.0,0
1518989,Pass,4202.0,133.0,3.5519864750633983,-10.0,262.0,5.0,73.0,-102.0,0.0,0
1618738,Pass,723.0,19.0,4.918367346938775,0.0,242.0,5.0,79.6,-95.0,0.0,0
1620151,Fail,998.0,44.0,4.577981651376147,-10.0,162.0,2.0,77.5,-95.0,0.0,0
1626710,Distinction,6025.0,215.0,3.584176085663296,-10.0,268.0,5.0,84.6,-195.0,0.0,0
1640609,Pass,5061.0,227.0,3.531751570132589,-10.0,262.0,5.0,85.0,-191.0,0.0,0
1686521,Withdrawn,643.0,29.0,3.199004975124378,-10.0,28.0,1.0,68.0,-124.0,37.0,1
1729319,Pass,2756.0,124.0,3.6026143790849674,-10.0,244.0,5.0,78.2,-106.0,0.0,0
1746134,Pass,1759.0,75.0,3.2940074906367043,-9.0,241.0,5.0,83.8,-30.0,0.0,0
1758449,Withdrawn,2756.0,75.0,4.24,-10.0,102.0,2.0,61.0,-198.0,103.0,1
1763015,Withdrawn,420.0,3.0,14.0,-5.0,-2.0,0.0,0.0,-58.0,-2.0,1
1765788,Pass,7057.0,224.0,4.122079439252336,-10.0,264.0,5.0,66.2,-43.0,0.0,0
1801229,Pass,1443.0,86.0,3.8894878706199463,-9.0,243.0,5.0,76.8,-106.0,0.0,0
1801641,Pass,459.0,41.0,3.425373134328358,-10.0,234.0,5.0,77.4,-32.0,0.0,0
1847830,Pass,6518.0,238.0,4.016019716574245,-10.0,268.0,5.0,71.0,-164.0,0.0,0
1860318,Pass,5975.0,228.0,4.499246987951807,-10.0,267.0,5.0,62.6,-53.0,0.0,0
1889511,Pass,1754.0,99.0,3.0504347826086957,-10.0,243.0,5.0,72.0,-42.0,0.0,0
